medicine_id,name,batch,expiry,quantity
MED667,Paracetamol,B17,2025-08-09,191
MED669,Paracetamol,B19,2026-06-19,15
MED670,Paracetamol,B20,2025-10-25,195
MED671,Paracetamol,B21,2026-07-17,51
MED672,Paracetamol,B22,2026-02-12,129
MED673,Paracetamol,B23,2026-09-25,15
MED674,Paracetamol,B24,2026-04-01,97
MED675,Paracetamol,B25,2025-12-25,107
MED676,Paracetamol,B26,2025-07-19,151
MED677,Paracetamol,B27,2026-08-15,119
MED678,Paracetamol,B28,2025-09-12,106
MED679,Paracetamol,B29,2026-07-07,27
MED680,Paracetamol,B30,2025-09-03,41
MED681,Paracetamol,B31,2026-06-26,58
MED682,Paracetamol,B32,2026-03-17,140
MED683,Paracetamol,B33,2026-09-21,87
MED684,Paracetamol,B34,2025-11-08,114
MED685,Paracetamol,B35,2026-06-16,3
MED686,Paracetamol,B36,2026-07-17,25
MED687,Paracetamol,B37,2026-01-19,33
MED688,Paracetamol,B38,2025-11-29,126
MED689,Paracetamol,B39,2026-01-31,195
MED690,Paracetamol,B40,2026-10-23,197
MED692,Paracetamol,B42,2025-10-13,48
MED693,Paracetamol,B43,2025-08-19,160
MED694,Paracetamol,B44,2025-08-10,1
MED695,Paracetamol,B45,2026-09-29,98
MED696,Paracetamol,B46,2026-10-09,89
MED697,Paracetamol,B47,2026-10-15,143
MED698,Paracetamol,B48,2025-12-14,79
MED699,Paracetamol,B49,2026-03-22,162
MED700,Paracetamol,B0,2025-08-03,5
MED701,Paracetamol,B1,2026-06-11,84
MED702,Paracetamol,B2,2025-10-06,43
MED703,Paracetamol,B3,2026-04-14,192
MED704,Paracetamol,B4,2025-11-14,112
MED705,Paracetamol,B5,2025-08-09,95
MED706,Paracetamol,B6,2026-03-11,71
MED707,Paracetamol,B7,2025-12-27,100
MED708,Paracetamol,B8,2025-08-23,49
MED709,Paracetamol,B9,2026-01-13,111
MED710,Paracetamol,B10,2026-03-31,84
MED711,Paracetamol,B11,2026-07-21,135
MED712,Paracetamol,B12,2025-10-24,171
MED713,Paracetamol,B13,2026-07-20,106
MED714,Paracetamol,B14,2026-07-08,104
MED715,Paracetamol,B15,2026-05-07,87
MED716,Paracetamol,B16,2026-01-31,102
MED717,Paracetamol,B17,2025-11-14,27
MED718,Paracetamol,B18,2026-11-11,3
MED719,Paracetamol,B19,2025-12-27,52
MED720,Paracetamol,B20,2026-02-26,26
MED721,Paracetamol,B21,2025-12-22,126
MED722,Paracetamol,B22,2025-10-20,62
MED723,Paracetamol,B23,2026-03-07,183
MED724,Paracetamol,B24,2026-10-11,160
MED725,Paracetamol,B25,2026-10-08,176
MED726,Paracetamol,B26,2026-01-24,120
MED727,Paracetamol,B27,2025-12-28,18
MED728,Paracetamol,B28,2026-07-15,165
MED729,Paracetamol,B29,2026-04-06,58
MED731,Paracetamol,B31,2026-06-20,117
MED733,Paracetamol,B33,2025-11-16,197
MED734,Paracetamol,B34,2026-06-25,164
MED735,Paracetamol,B35,2025-12-12,198
MED736,Paracetamol,B36,2026-03-06,180
MED737,Paracetamol,B37,2025-07-23,154
MED738,Paracetamol,B38,2026-05-10,45
MED739,Paracetamol,B39,2025-11-25,47
MED740,Paracetamol,B40,2025-12-07,158
MED741,Paracetamol,B41,2026-10-24,100
MED742,Paracetamol,B42,2026-09-01,84
MED743,Paracetamol,B43,2026-03-22,71
MED744,Paracetamol,B44,2026-02-25,10
MED745,Paracetamol,B45,2026-03-20,147
MED746,Paracetamol,B46,2025-12-08,190
MED747,Paracetamol,B47,2026-02-09,100
MED748,Paracetamol,B48,2026-02-28,97
MED749,Paracetamol,B49,2026-11-11,124
MED750,Paracetamol,B0,2025-09-19,26
MED751,Paracetamol,B1,2025-08-20,153
MED752,Paracetamol,B2,2026-08-08,37
MED753,Paracetamol,B3,2026-01-02,51
MED754,Paracetamol,B4,2025-10-28,12
MED755,Paracetamol,B5,2026-08-08,180
MED756,Paracetamol,B6,2026-05-10,157
MED757,Paracetamol,B7,2026-04-21,193
MED758,Paracetamol,B8,2025-09-30,14
MED759,Paracetamol,B9,2025-09-11,134
MED760,Paracetamol,B10,2026-04-21,85
MED762,Paracetamol,B12,2025-08-17,132
MED763,Paracetamol,B13,2026-06-24,179
MED764,Paracetamol,B14,2026-03-18,90
MED765,Paracetamol,B15,2025-09-21,90
MED766,Paracetamol,B16,2026-02-11,189
MED767,Paracetamol,B17,2026-08-18,128
MED768,Paracetamol,B18,2026-04-04,160
MED770,Paracetamol,B20,2025-09-19,14
MED771,Paracetamol,B21,2026-04-18,42
MED772,Paracetamol,B22,2025-09-26,18
MED773,Paracetamol,B23,2026-01-06,173
MED775,Paracetamol,B25,2025-07-12,161
MED776,Paracetamol,B26,2026-01-24,176
MED777,Paracetamol,B27,2026-09-14,159
MED778,Paracetamol,B28,2026-11-15,152
MED779,Paracetamol,B29,2025-07-25,136
MED780,Paracetamol,B30,2025-08-23,8
MED781,Paracetamol,B31,2025-08-26,190
MED783,Paracetamol,B33,2026-07-12,65
MED784,Paracetamol,B34,2026-04-20,128
MED785,Paracetamol,B35,2026-10-07,37
MED786,Paracetamol,B36,2026-04-12,113
MED787,Paracetamol,B37,2025-08-25,163
MED788,Paracetamol,B38,2026-01-19,66
MED789,Paracetamol,B39,2026-07-14,45
MED790,Paracetamol,B40,2026-03-18,100
MED791,Paracetamol,B41,2026-09-14,14
MED793,Paracetamol,B43,2026-02-19,156
MED794,Paracetamol,B44,2025-09-03,112
MED795,Paracetamol,B45,2026-10-11,98
MED796,Paracetamol,B46,2026-03-30,152
MED797,Paracetamol,B47,2025-07-08,115
MED798,Paracetamol,B48,2025-11-12,119
MED799,Paracetamol,B49,2026-10-18,151
MED800,Paracetamol,B0,2026-04-08,23
MED801,Paracetamol,B1,2026-06-20,6
MED802,Paracetamol,B2,2026-07-28,77
MED803,Paracetamol,B3,2026-08-16,73
MED804,Paracetamol,B4,2026-05-31,7
MED805,Paracetamol,B5,2025-12-22,193
MED806,Paracetamol,B6,2026-01-23,107
MED807,Paracetamol,B7,2026-04-05,169
MED808,Paracetamol,B8,2026-06-29,105
MED809,Paracetamol,B9,2026-02-22,134
MED810,Paracetamol,B10,2026-11-06,79
MED811,Paracetamol,B11,2025-09-04,3
MED812,Paracetamol,B12,2026-08-08,21
MED813,Paracetamol,B13,2026-05-27,102
MED814,Paracetamol,B14,2026-09-21,69
MED815,Paracetamol,B15,2025-12-12,29
MED816,Paracetamol,B16,2025-10-12,18
MED817,Paracetamol,B17,2026-11-13,74
MED818,Paracetamol,B18,2025-09-20,15
MED819,Paracetamol,B19,2026-02-27,8
MED820,Paracetamol,B20,2026-08-19,134
MED821,Paracetamol,B21,2026-02-09,63
MED822,Paracetamol,B22,2026-03-01,178
MED823,Paracetamol,B23,2025-09-04,123
MED824,Paracetamol,B24,2025-09-19,110
MED827,Paracetamol,B27,2026-06-09,128
MED828,Paracetamol,B28,2026-10-31,61
MED829,Paracetamol,B29,2026-10-30,85
MED830,Paracetamol,B30,2026-05-19,100
MED831,Paracetamol,B31,2026-01-13,189
MED832,Paracetamol,B32,2025-11-19,150
MED834,Paracetamol,B34,2025-10-09,111
MED835,Paracetamol,B35,2026-09-08,17
MED836,Paracetamol,B36,2026-03-01,108
MED837,Paracetamol,B37,2026-01-03,110
MED838,Paracetamol,B38,2025-09-05,57
MED839,Paracetamol,B39,2025-11-17,130
MED840,Paracetamol,B40,2025-12-25,57
MED841,Paracetamol,B41,2026-08-06,122
MED842,Paracetamol,B42,2026-04-06,76
MED843,Paracetamol,B43,2026-07-17,25
MED844,Paracetamol,B44,2026-09-04,44
MED845,Paracetamol,B45,2025-10-22,88
MED846,Paracetamol,B46,2026-01-14,38
MED847,Paracetamol,B47,2026-03-23,24
MED848,Paracetamol,B48,2026-11-15,111
MED849,Paracetamol,B49,2026-11-12,93
MED850,Paracetamol,B0,2025-11-04,140
MED851,Paracetamol,B1,2026-01-29,66
MED852,Paracetamol,B2,2026-10-22,24
MED853,Paracetamol,B3,2026-01-29,109
MED854,Paracetamol,B4,2026-07-27,150
MED855,Paracetamol,B5,2025-12-09,174
MED856,Paracetamol,B6,2025-11-30,106
MED857,Paracetamol,B7,2026-06-11,8
MED858,Paracetamol,B8,2025-09-20,121
MED859,Paracetamol,B9,2026-05-03,53
MED860,Paracetamol,B10,2026-06-19,146
MED861,Paracetamol,B11,2025-10-17,54
MED862,Paracetamol,B12,2026-04-08,73
MED863,Paracetamol,B13,2026-04-14,155
MED864,Paracetamol,B14,2025-10-25,122
MED865,Paracetamol,B15,2026-06-01,83
MED866,Paracetamol,B16,2025-08-12,144
MED867,Paracetamol,B17,2026-11-06,25
MED868,Paracetamol,B18,2026-09-06,94
MED869,Paracetamol,B19,2026-04-10,7
MED870,Paracetamol,B20,2026-01-13,183
MED871,Paracetamol,B21,2026-01-24,168
MED872,Paracetamol,B22,2025-07-26,64
MED873,Paracetamol,B23,2026-03-31,69
MED874,Paracetamol,B24,2025-11-22,174
MED875,Paracetamol,B25,2025-08-22,26
MED876,Paracetamol,B26,2026-01-18,26
MED877,Paracetamol,B27,2025-08-11,188
MED878,Paracetamol,B28,2026-01-19,58
MED879,Paracetamol,B29,2026-11-18,115
MED880,Paracetamol,B30,2026-05-07,144
MED881,Paracetamol,B31,2025-12-19,10
MED882,Paracetamol,B32,2026-02-04,44
MED883,Paracetamol,B33,2026-04-12,12
MED884,Paracetamol,B34,2025-11-25,64
MED885,Paracetamol,B35,2025-12-03,36
MED886,Paracetamol,B36,2025-08-09,161
MED887,Paracetamol,B37,2026-08-28,111
MED888,Paracetamol,B38,2026-09-25,144
MED890,Paracetamol,B40,2025-12-12,25
MED891,Paracetamol,B41,2025-12-19,146
MED892,Paracetamol,B42,2025-12-03,96
MED894,Paracetamol,B44,2025-08-24,109
MED895,Paracetamol,B45,2026-01-15,106
MED896,Paracetamol,B46,2026-02-24,52
MED897,Paracetamol,B47,2025-09-16,111
MED898,Paracetamol,B48,2026-07-15,156
MED899,Paracetamol,B49,2026-03-06,186
MED900,Paracetamol,B0,2026-06-30,138
MED901,Paracetamol,B1,2026-06-04,96
MED902,Paracetamol,B2,2025-10-05,130
MED903,Paracetamol,B3,2026-04-28,29
MED904,Paracetamol,B4,2026-08-02,89
MED905,Paracetamol,B5,2026-05-09,169
MED906,Paracetamol,B6,2026-05-18,61
MED907,Paracetamol,B7,2025-09-16,32
MED908,Paracetamol,B8,2026-01-09,176
MED910,Paracetamol,B10,2025-10-27,109
MED911,Paracetamol,B11,2025-10-11,2
MED912,Paracetamol,B12,2025-10-08,134
MED913,Paracetamol,B13,2025-08-01,114
MED914,Paracetamol,B14,2026-03-11,22
MED915,Paracetamol,B15,2026-01-07,127
MED917,Paracetamol,B17,2026-03-18,129
MED918,Paracetamol,B18,2025-12-18,192
MED919,Paracetamol,B19,2026-07-05,78
MED920,Paracetamol,B20,2026-09-28,121
MED921,Paracetamol,B21,2026-10-03,50
MED922,Paracetamol,B22,2025-07-19,107
MED923,Paracetamol,B23,2026-04-29,125
MED924,Paracetamol,B24,2025-09-02,2
MED925,Paracetamol,B25,2026-07-03,108
MED926,Paracetamol,B26,2025-10-19,21
MED927,Paracetamol,B27,2025-11-29,53
MED928,Paracetamol,B28,2026-02-25,21
MED929,Paracetamol,B29,2026-05-30,179
MED930,Paracetamol,B30,2025-12-09,99
MED931,Paracetamol,B31,2026-01-19,87
MED932,Paracetamol,B32,2025-10-10,142
MED933,Paracetamol,B33,2025-10-11,172
MED934,Paracetamol,B34,2026-09-16,154
MED935,Paracetamol,B35,2026-08-03,15
MED936,Paracetamol,B36,2026-01-26,107
MED937,Paracetamol,B37,2026-05-06,5
MED938,Paracetamol,B38,2026-08-16,88
MED939,Paracetamol,B39,2025-11-29,95
MED940,Paracetamol,B40,2026-01-24,119
MED941,Paracetamol,B41,2026-03-03,89
MED942,Paracetamol,B42,2026-10-24,69
MED943,Paracetamol,B43,2025-09-16,4
MED944,Paracetamol,B44,2025-12-24,145
MED945,Paracetamol,B45,2025-08-29,97
MED946,Paracetamol,B46,2026-01-20,44
MED947,Paracetamol,B47,2026-08-31,49
MED948,Paracetamol,B48,2026-02-03,144
MED949,Paracetamol,B49,2026-01-15,45
MED950,Paracetamol,B0,2025-12-12,155
MED951,Paracetamol,B1,2025-09-12,113
MED952,Paracetamol,B2,2025-08-11,133
MED953,Paracetamol,B3,2025-09-02,128
MED954,Paracetamol,B4,2026-10-22,180
MED955,Paracetamol,B5,2025-10-28,135
MED957,Paracetamol,B7,2026-05-19,6
MED958,Paracetamol,B8,2026-07-30,11
MED960,Paracetamol,B10,2025-10-13,184
MED961,Paracetamol,B11,2026-02-10,127
MED962,Paracetamol,B12,2026-08-30,167
MED963,Paracetamol,B13,2026-03-13,8
MED965,Paracetamol,B15,2026-03-01,188
MED966,Paracetamol,B16,2025-10-18,165
MED967,Paracetamol,B17,2025-10-15,172
MED968,Paracetamol,B18,2025-10-23,123
MED969,Paracetamol,B19,2026-04-27,49
MED970,Paracetamol,B20,2026-01-14,147
MED971,Paracetamol,B21,2026-02-06,195
MED972,Paracetamol,B22,2025-10-19,184
MED973,Paracetamol,B23,2025-07-31,188
MED974,Paracetamol,B24,2025-11-23,137
MED975,Paracetamol,B25,2026-10-15,181
MED976,Paracetamol,B26,2025-10-24,59
MED977,Paracetamol,B27,2025-12-05,140
MED978,Paracetamol,B28,2026-04-11,181
MED979,Paracetamol,B29,2026-05-26,165
MED980,Paracetamol,B30,2025-09-14,173
MED981,Paracetamol,B31,2025-09-23,29
MED982,Paracetamol,B32,2026-06-05,178
MED983,Paracetamol,B33,2026-06-05,77
MED984,Paracetamol,B34,2026-01-10,24
MED985,Paracetamol,B35,2026-05-22,172
MED986,Paracetamol,B36,2026-11-18,183
MED987,Paracetamol,B37,2026-01-22,72
MED988,Paracetamol,B38,2026-08-28,66
MED989,Paracetamol,B39,2026-07-07,18
MED990,Paracetamol,B40,2025-10-24,53
MED991,Paracetamol,B41,2025-11-13,151
MED992,Paracetamol,B42,2025-12-11,129
MED993,Paracetamol,B43,2026-06-07,16
MED994,Paracetamol,B44,2026-09-04,180
MED995,Paracetamol,B45,2025-12-13,87
MED996,Paracetamol,B46,2025-11-30,92
MED997,Paracetamol,B47,2026-07-30,83
MED998,Paracetamol,B48,2025-07-21,17
MED999,Paracetamol,B49,2026-04-10,8
MED1002,Paracetamol,B2,2026-03-17,74
MED1004,Paracetamol,B4,2026-02-26,143
MED1005,Paracetamol,B5,2026-06-30,16
MED1006,Paracetamol,B6,2026-10-22,155
MED1008,Paracetamol,B8,2026-05-09,1
MED1009,Paracetamol,B9,2025-08-01,88
MED1011,Paracetamol,B11,2025-11-16,199
MED1012,Paracetamol,B12,2026-02-02,80
MED1013,Paracetamol,B13,2026-06-13,22
MED1014,Paracetamol,B14,2026-07-23,102
MED1015,Paracetamol,B15,2025-10-24,51
MED1016,Paracetamol,B16,2026-02-19,2
MED1017,Paracetamol,B17,2026-03-31,72
MED1019,Paracetamol,B19,2025-07-08,78
MED1021,Paracetamol,B21,2026-07-03,126
MED1022,Paracetamol,B22,2026-06-15,148
MED1023,Paracetamol,B23,2025-12-01,200
MED1024,Paracetamol,B24,2025-12-31,89
MED1025,Paracetamol,B25,2025-07-15,2
MED1026,Paracetamol,B26,2025-09-20,153
MED1027,Paracetamol,B27,2026-07-17,89
MED1028,Paracetamol,B28,2026-02-11,90
MED1029,Paracetamol,B29,2026-01-18,15
MED1030,Paracetamol,B30,2026-06-08,86
MED1031,Paracetamol,B31,2026-05-05,181
MED1032,Paracetamol,B32,2025-12-06,31
MED1033,Paracetamol,B33,2025-10-24,104
MED1034,Paracetamol,B34,2025-08-05,165
MED1035,Paracetamol,B35,2025-11-09,60
MED1036,Paracetamol,B36,2026-03-20,58
MED1037,Paracetamol,B37,2025-08-24,156
MED1038,Paracetamol,B38,2026-06-20,74
MED1039,Paracetamol,B39,2026-09-29,143
MED1040,Paracetamol,B40,2026-02-01,55
MED1041,Paracetamol,B41,2025-12-05,133
MED1042,Paracetamol,B42,2026-09-11,192
MED1043,Paracetamol,B43,2026-05-02,162
MED1044,Paracetamol,B44,2026-07-19,147
MED1045,Paracetamol,B45,2026-01-01,126
MED1046,Paracetamol,B46,2025-07-14,146
MED1048,Paracetamol,B48,2025-10-29,56
MED1049,Paracetamol,B49,2025-11-25,12
MED1051,Paracetamol,B1,2025-12-25,181
MED1052,Paracetamol,B2,2026-06-25,163
MED1053,Paracetamol,B3,2026-05-02,4
MED1055,Paracetamol,B5,2026-08-31,130
MED1056,Paracetamol,B6,2026-07-01,134
MED1058,Paracetamol,B8,2026-11-05,191
MED1059,Paracetamol,B9,2025-10-08,145
MED1060,Paracetamol,B10,2026-02-06,119
MED1061,Paracetamol,B11,2026-05-31,127
MED1062,Paracetamol,B12,2026-05-19,189
MED1063,Paracetamol,B13,2026-06-22,55
MED1064,Paracetamol,B14,2026-01-15,118
MED1065,Paracetamol,B15,2025-11-25,47
MED1066,Paracetamol,B16,2026-01-15,102
MED1067,Paracetamol,B17,2025-10-25,189
MED1068,Paracetamol,B18,2025-11-11,93
MED1070,Paracetamol,B20,2026-02-05,8
MED1072,Paracetamol,B22,2025-09-30,131
MED1073,Paracetamol,B23,2026-04-20,1
MED1074,Paracetamol,B24,2025-12-29,162
MED1075,Paracetamol,B25,2026-01-25,118
MED1076,Paracetamol,B26,2026-10-10,36
MED1077,Paracetamol,B27,2025-08-24,34
MED1078,Paracetamol,B28,2026-06-22,64
MED1079,Paracetamol,B29,2026-01-11,11
MED1080,Paracetamol,B30,2026-03-07,179
MED1081,Paracetamol,B31,2026-01-19,199
MED1082,Paracetamol,B32,2025-12-24,8
MED1083,Paracetamol,B33,2026-11-10,156
MED1084,Paracetamol,B34,2025-11-17,137
MED1085,Paracetamol,B35,2026-08-26,56
MED1086,Paracetamol,B36,2026-02-12,87
MED1087,Paracetamol,B37,2025-09-21,179
MED1088,Paracetamol,B38,2026-10-11,38
MED1089,Paracetamol,B39,2026-07-31,179
MED1090,Paracetamol,B40,2026-02-08,53
MED1091,Paracetamol,B41,2026-03-22,74
MED1092,Paracetamol,B42,2026-08-08,160
MED1093,Paracetamol,B43,2026-08-15,87
MED1094,Paracetamol,B44,2025-12-19,144
MED1095,Paracetamol,B45,2025-09-09,158
MED1096,Paracetamol,B46,2026-08-03,177
MED1097,Paracetamol,B47,2026-02-05,196
MED1098,Paracetamol,B48,2026-03-01,80
MED1099,Paracetamol,B49,2025-12-15,3
MED1100,Paracetamol,B0,2026-01-02,122
MED1101,Paracetamol,B1,2026-07-16,79
MED1102,Paracetamol,B2,2025-10-10,144
MED1103,Paracetamol,B3,2026-06-29,18
MED1104,Paracetamol,B4,2025-07-07,32
MED1105,Paracetamol,B5,2026-06-29,49
MED1106,Paracetamol,B6,2025-11-03,21
MED1107,Paracetamol,B7,2026-05-05,23
MED1108,Paracetamol,B8,2026-05-17,146
MED1109,Paracetamol,B9,2026-04-08,96
MED1110,Paracetamol,B10,2025-09-20,5
MED1111,Paracetamol,B11,2026-02-25,135
MED1112,Paracetamol,B12,2026-09-06,37
MED1113,Paracetamol,B13,2026-08-19,182
MED1114,Paracetamol,B14,2026-02-16,150
MED1116,Paracetamol,B16,2026-05-28,153
MED1117,Paracetamol,B17,2025-08-31,164
MED1118,Paracetamol,B18,2026-04-26,2
MED1119,Paracetamol,B19,2025-10-07,19
MED1120,Paracetamol,B20,2026-09-01,174
MED1121,Paracetamol,B21,2026-08-13,190
MED1122,Paracetamol,B22,2026-06-01,154
MED1123,Paracetamol,B23,2025-10-13,72
MED1124,Paracetamol,B24,2025-10-25,144
MED1125,Paracetamol,B25,2025-08-18,166
MED1127,Paracetamol,B27,2026-03-16,20
MED1128,Paracetamol,B28,2026-05-27,112
MED1129,Paracetamol,B29,2025-08-08,121
MED1130,Paracetamol,B30,2025-09-27,94
MED1131,Paracetamol,B31,2026-09-04,35
MED1132,Paracetamol,B32,2025-08-15,24
MED1133,Paracetamol,B33,2026-10-23,14
MED1134,Paracetamol,B34,2025-11-12,189
MED1135,Paracetamol,B35,2026-05-24,8
MED1136,Paracetamol,B36,2025-11-17,129
MED1137,Paracetamol,B37,2026-05-08,40
MED1138,Paracetamol,B38,2026-02-28,83
MED1139,Paracetamol,B39,2025-10-24,132
MED1140,Paracetamol,B40,2026-06-04,95
MED1141,Paracetamol,B41,2025-08-20,42
MED1142,Paracetamol,B42,2025-12-20,83
MED1143,Paracetamol,B43,2026-10-29,80
MED1144,Paracetamol,B44,2026-05-01,106
MED1145,Paracetamol,B45,2025-12-22,7
MED1146,Paracetamol,B46,2026-09-08,4
MED1147,Paracetamol,B47,2025-08-24,71
MED1148,Paracetamol,B48,2026-07-25,200
MED1149,Paracetamol,B49,2026-06-12,44
MED1150,Paracetamol,B0,2025-07-29,191
MED1151,Paracetamol,B1,2026-08-19,19
MED1152,Paracetamol,B2,2025-07-16,94
MED1153,Paracetamol,B3,2026-02-09,18
MED1154,Paracetamol,B4,2026-10-25,15
MED1155,Paracetamol,B5,2025-08-26,156
MED1156,Paracetamol,B6,2025-12-02,107
MED1157,Paracetamol,B7,2026-08-04,119
MED1158,Paracetamol,B8,2026-06-23,149
MED1159,Paracetamol,B9,2026-02-11,75
MED1160,Paracetamol,B10,2025-12-08,73
MED1161,Paracetamol,B11,2026-01-07,114
MED1162,Paracetamol,B12,2025-12-02,38
MED1163,Paracetamol,B13,2025-12-12,117
MED1164,Paracetamol,B14,2025-09-09,88
MED1165,Paracetamol,B15,2026-05-28,93
MED1166,Paracetamol,B16,2025-08-16,59
MED1167,Paracetamol,B17,2026-04-12,74
MED1168,Paracetamol,B18,2026-07-21,121
MED1169,Paracetamol,B19,2026-09-03,133
MED1170,Paracetamol,B20,2026-05-15,20
MED1171,Paracetamol,B21,2026-05-24,173
MED1172,Paracetamol,B22,2026-09-14,188
MED1173,Paracetamol,B23,2026-09-18,21
MED1174,Paracetamol,B24,2026-03-18,16
MED1175,Paracetamol,B25,2026-08-31,125
MED1176,Paracetamol,B26,2026-06-24,78
MED1177,Paracetamol,B27,2025-10-21,138
MED1178,Paracetamol,B28,2025-12-27,77
MED1179,Paracetamol,B29,2025-08-08,105
MED1180,Paracetamol,B30,2025-07-07,179
MED1181,Paracetamol,B31,2025-08-23,73
MED1182,Paracetamol,B32,2025-08-14,79
MED1183,Paracetamol,B33,2026-09-04,50
MED1184,Paracetamol,B34,2025-09-01,68
MED1185,Paracetamol,B35,2026-04-24,138
MED1186,Paracetamol,B36,2026-08-19,144
MED1187,Paracetamol,B37,2026-01-22,2
MED1188,Paracetamol,B38,2025-07-10,182
MED1189,Paracetamol,B39,2026-07-11,144
MED1190,Paracetamol,B40,2025-12-06,36
MED1191,Paracetamol,B41,2026-01-13,10
MED1192,Paracetamol,B42,2026-10-01,159
MED1194,Paracetamol,B44,2026-11-08,198
MED1195,Paracetamol,B45,2026-01-21,33
MED1196,Paracetamol,B46,2025-11-12,161
MED1197,Paracetamol,B47,2026-11-15,41
MED1198,Paracetamol,B48,2025-08-16,111
MED1199,Paracetamol,B49,2025-10-07,181
MED1200,Paracetamol,B0,2026-08-30,24
MED1201,Paracetamol,B1,2026-02-16,171
MED1202,Paracetamol,B2,2026-04-08,10
MED1205,Paracetamol,B5,2026-02-10,186
MED1206,Paracetamol,B6,2025-08-25,93
MED1207,Paracetamol,B7,2025-08-12,65
MED1208,Paracetamol,B8,2026-04-25,153
MED1209,Paracetamol,B9,2026-01-10,168
MED1211,Paracetamol,B11,2026-09-25,8
MED1212,Paracetamol,B12,2026-03-09,48
MED1213,Paracetamol,B13,2026-03-03,105
MED1214,Paracetamol,B14,2025-10-04,167
MED1215,Paracetamol,B15,2025-08-25,130
MED1216,Paracetamol,B16,2026-11-02,130
MED1217,Paracetamol,B17,2026-02-13,142
MED1219,Paracetamol,B19,2025-08-26,45
MED1220,Paracetamol,B20,2026-02-07,145
MED1221,Paracetamol,B21,2026-09-28,52
MED1222,Paracetamol,B22,2025-07-07,193
MED1223,Paracetamol,B23,2026-02-04,69
MED1224,Paracetamol,B24,2025-08-24,89
MED1225,Paracetamol,B25,2026-08-21,42
MED1226,Paracetamol,B26,2026-05-28,121
MED1227,Paracetamol,B27,2026-11-06,121
MED1228,Paracetamol,B28,2026-08-24,44
MED1229,Paracetamol,B29,2026-07-05,116
MED1230,Paracetamol,B30,2026-07-14,55
MED1231,Paracetamol,B31,2026-07-13,131
MED1232,Paracetamol,B32,2025-07-17,102
MED1233,Paracetamol,B33,2025-10-11,104
MED1234,Paracetamol,B34,2026-10-11,30
MED1235,Paracetamol,B35,2025-09-23,42
MED1237,Paracetamol,B37,2026-01-07,147
MED1238,Paracetamol,B38,2026-07-26,55
MED1239,Paracetamol,B39,2026-07-28,63
MED1240,Paracetamol,B40,2026-08-30,126
MED1241,Paracetamol,B41,2026-02-07,17
MED1242,Paracetamol,B42,2026-02-03,64
MED1243,Paracetamol,B43,2025-09-04,38
MED1244,Paracetamol,B44,2026-07-22,181
MED1245,Paracetamol,B45,2026-04-07,116
MED1246,Paracetamol,B46,2026-07-06,6
MED1247,Paracetamol,B47,2026-08-24,199
MED1248,Paracetamol,B48,2026-05-20,79
MED1249,Paracetamol,B49,2025-07-11,175
MED1250,Paracetamol,B0,2026-10-04,18
MED1251,Paracetamol,B1,2026-04-16,54
MED1252,Paracetamol,B2,2026-10-02,13
MED1253,Paracetamol,B3,2026-06-08,179
MED1254,Paracetamol,B4,2026-10-29,118
MED1256,Paracetamol,B6,2026-05-06,66
MED1257,Paracetamol,B7,2026-04-03,174
MED1258,Paracetamol,B8,2026-05-17,120
MED1259,Paracetamol,B9,2025-12-15,100
MED1260,Paracetamol,B10,2026-03-15,28
MED1261,Paracetamol,B11,2025-12-02,29
MED1262,Paracetamol,B12,2026-07-30,67
MED1263,Paracetamol,B13,2026-09-20,173
MED1264,Paracetamol,B14,2025-08-12,173
MED1265,Paracetamol,B15,2025-11-30,87
MED1266,Paracetamol,B16,2026-10-06,115
MED1267,Paracetamol,B17,2026-04-16,105
MED1268,Paracetamol,B18,2026-02-03,127
MED1269,Paracetamol,B19,2026-06-26,136
MED1270,Paracetamol,B20,2025-11-03,133
MED1272,Paracetamol,B22,2026-11-03,115
MED1273,Paracetamol,B23,2026-09-26,14
MED1274,Paracetamol,B24,2026-03-06,31
MED1275,Paracetamol,B25,2026-03-16,69
MED1276,Paracetamol,B26,2025-08-15,177
MED1278,Paracetamol,B28,2026-04-19,17
MED1279,Paracetamol,B29,2025-08-20,68
MED1281,Paracetamol,B31,2025-07-20,4
MED1283,Paracetamol,B33,2026-09-20,191
MED1284,Paracetamol,B34,2026-08-07,90
MED1285,Paracetamol,B35,2026-07-22,28
MED1286,Paracetamol,B36,2026-02-14,123
MED1287,Paracetamol,B37,2026-04-03,177
MED1289,Paracetamol,B39,2025-09-20,122
MED1290,Paracetamol,B40,2026-09-30,67
MED1291,Paracetamol,B41,2026-09-01,113
MED1292,Paracetamol,B42,2026-04-13,36
MED1293,Paracetamol,B43,2025-11-05,100
MED1294,Paracetamol,B44,2026-08-17,72
MED1295,Paracetamol,B45,2025-12-31,23
MED1296,Paracetamol,B46,2026-01-13,84
MED1297,Paracetamol,B47,2026-02-21,104
MED1300,Paracetamol,B0,2025-07-11,82
MED1301,Paracetamol,B1,2025-09-13,120
MED1302,Paracetamol,B2,2026-07-30,160
MED1303,Paracetamol,B3,2026-10-02,117
MED1304,Paracetamol,B4,2026-04-02,188
MED1305,Paracetamol,B5,2026-06-01,21
MED1306,Paracetamol,B6,2026-09-27,150
MED1307,Paracetamol,B7,2026-10-30,130
MED1308,Paracetamol,B8,2026-07-30,38
MED1309,Paracetamol,B9,2025-07-27,44
